userId,productId,rating,category
100015,111208,2,electronics
100072,113756,1,fashion
100003,102860,5,fashion
100078,112127,4,fashion
100040,116727,2,fashion
100019,102348,3,groceries
100095,102490,1,groceries
100060,106014,1,groceries
100017,114504,5,fashion
100091,102661,3,electronics
100056,105081,2,electronics
100046,118634,2,electronics
100083,101994,4,electronics
100074,109375,3,fashion
100066,115617,2,fashion
100075,109715,1,fashion
100087,113528,4,electronics
100020,106676,3,groceries
100014,114994,5,electronics
100011,113778,5,fashion
100011,111298,2,fashion
100099,114215,4,electronics
100075,116196,3,groceries
100084,118792,4,fashion
100016,105101,1,electronics
100074,102065,3,electronics
100039,100796,1,groceries
100054,108447,2,fashion
100053,115736,2,electronics
100063,114344,2,groceries
100031,106099,4,fashion
100016,104582,5,groceries
100045,107897,3,groceries
100080,111394,5,groceries
100041,105655,2,fashion
100017,108074,4,fashion
100085,112768,4,fashion
100094,108178,1,groceries
100029,101683,1,groceries
100056,105764,4,electronics
100081,108902,2,electronics
100033,100919,3,electronics
100032,116398,2,electronics
100013,111559,3,fashion
100045,106766,3,fashion
100073,110775,3,fashion
100001,107869,2,fashion
100066,105989,5,fashion
100091,118528,4,groceries
100011,118940,4,electronics
100060,116349,2,fashion
100099,111788,4,electronics
100076,110431,4,electronics
100089,107878,5,electronics
100044,106110,1,groceries
100099,112719,1,fashion
100026,100986,1,electronics
100064,101073,1,fashion
100048,115069,4,groceries
100026,111641,3,electronics
100014,107854,3,fashion
100054,110219,1,fashion
100081,111107,2,electronics
100074,104013,3,groceries
100067,113015,4,electronics
100005,108074,2,electronics
100010,107094,4,fashion
100054,112665,3,groceries
100003,101414,4,groceries
100078,116109,1,fashion
100037,105025,5,electronics
100100,113600,3,electronics
100100,115281,3,fashion
100055,100417,3,electronics
100058,118065,5,groceries
100088,110011,1,electronics
100058,110457,2,groceries
100097,113936,3,fashion
100012,114249,5,electronics
100004,114902,4,electronics
100096,106187,1,fashion
100005,107470,5,groceries
100025,103253,4,electronics
100069,111253,3,electronics
100075,117746,4,groceries
100009,117469,1,fashion
100008,108297,4,groceries
100046,103066,5,fashion
100086,113143,3,electronics
100059,107576,2,electronics
100042,115783,4,fashion
100019,101801,2,electronics
100081,114284,3,fashion
100097,115218,4,groceries
100027,111612,2,groceries
100010,101265,5,electronics
100060,102851,5,electronics
100089,118672,3,groceries
100005,114414,3,electronics
100031,116022,3,electronics
100008,107549,5,groceries
100011,117603,3,groceries
100041,110927,3,electronics
100079,105653,4,electronics
100035,108453,1,electronics
100043,111171,4,electronics
100030,108841,1,fashion
100033,107135,4,fashion
100097,118801,4,electronics
100086,106113,5,fashion
100020,102058,4,electronics
100002,118335,3,electronics
100086,105361,3,electronics
100016,104375,4,groceries
100090,104290,5,groceries
100084,108258,3,fashion
100099,116968,5,groceries
100078,108519,2,electronics
100055,104683,2,electronics
100014,114504,2,fashion
100024,116482,1,groceries
100047,115508,3,groceries
100042,116449,2,groceries
100002,114435,1,groceries
100011,113162,5,fashion
100097,103740,2,electronics
100062,119027,2,groceries
100078,116642,2,groceries
100079,108531,4,electronics
100099,111211,1,electronics
100078,101502,3,groceries
100035,100429,5,fashion
100014,101043,5,fashion
100025,103690,1,electronics
100050,116342,2,groceries
100078,117068,4,electronics
100042,117627,3,fashion
100061,113446,4,electronics
100050,109278,1,electronics
100050,116062,2,fashion
100046,117545,3,fashion
100055,118095,3,fashion
100046,113450,5,electronics
100048,110665,1,fashion
100024,119465,4,groceries
100031,113351,1,fashion
100045,116190,1,electronics
100084,116510,2,groceries
100095,119355,2,fashion
100001,104812,2,fashion
100013,105812,2,electronics
100058,101891,3,electronics
100029,102821,2,fashion
100085,117178,1,fashion
100099,117176,5,electronics
100010,118153,1,electronics
100065,104240,5,fashion
100088,109805,2,fashion
100100,108496,4,groceries
100024,106360,1,electronics
100067,106709,2,electronics
100067,115948,5,groceries
100038,116473,1,fashion
100002,115096,5,fashion
100031,115486,1,fashion
100061,117971,2,groceries
100047,114660,3,fashion
100020,112307,4,groceries
100093,113994,2,fashion
100028,104827,3,fashion
100084,115081,5,groceries
100035,105240,4,electronics
100007,109791,5,fashion
100011,113212,2,electronics
100031,114644,3,fashion
100052,108653,2,electronics
100085,102678,1,electronics
100030,103419,1,electronics
100023,100119,2,electronics
100056,108201,2,groceries
100090,116823,4,fashion
100006,119608,5,fashion
100094,104437,3,electronics
100073,112160,4,fashion
100060,105879,5,electronics
100027,111568,1,electronics
100082,110134,3,electronics
100050,108670,2,fashion
100013,112694,5,groceries
100090,103736,4,electronics
100097,118603,2,electronics
100085,106016,1,electronics
100059,111213,4,electronics
100045,118094,1,groceries
100092,107303,1,groceries
100029,109293,5,electronics
100082,107665,2,electronics
100098,112561,1,electronics
100020,108845,4,groceries
100007,107203,2,fashion
100072,107655,3,groceries
100028,112061,2,fashion
100017,113345,3,electronics
100091,111859,2,fashion
100097,116847,4,fashion
100040,103179,5,electronics
100053,114867,4,electronics
100045,117368,4,fashion
100004,118688,3,groceries
100001,109133,2,fashion
100081,103062,5,electronics
100033,109681,4,fashion
100066,111216,2,groceries
100093,119442,3,electronics
100095,109959,3,fashion
100018,107237,4,groceries
100076,117907,5,fashion
100007,116438,5,groceries
100035,103373,2,groceries
100088,115027,2,electronics
100012,115252,5,groceries
100056,102281,2,fashion
100093,113734,5,fashion
100012,104018,5,electronics
100079,119247,5,fashion
100007,117634,1,groceries
100058,114222,1,groceries
100016,105507,1,electronics
100004,106684,2,groceries
100056,103049,5,electronics
100061,102298,1,fashion
100068,116304,1,electronics
100054,110348,3,groceries
100003,111337,4,fashion
100080,108506,4,electronics
100068,100104,5,groceries
100019,101536,5,fashion
100000,100852,3,groceries
100080,100805,5,electronics
100053,115336,5,groceries
100004,112898,5,groceries
100026,108789,1,fashion
100011,118551,4,electronics
100090,118320,5,fashion
100015,105954,3,fashion
100015,105103,5,fashion
100049,100457,2,electronics
100041,108876,1,fashion
100022,114799,3,groceries
100057,100156,2,groceries
100014,115397,4,groceries
100070,115152,2,groceries
100045,102567,3,electronics
100060,103715,5,electronics
100012,100036,5,fashion
100036,110550,4,groceries
100076,118736,2,groceries
100014,104858,4,fashion
100096,104678,4,groceries
100048,114254,4,groceries
100098,101021,4,fashion
100040,102296,1,groceries
100066,116370,3,fashion
100049,100664,1,groceries
100055,114803,5,electronics
100019,113896,4,electronics
100025,119061,5,electronics
100032,114348,5,fashion
100032,107572,1,fashion
100043,111078,3,electronics
100067,116531,5,fashion
100047,100052,2,groceries
100079,116532,4,groceries
100062,117628,4,fashion
100011,102833,1,fashion
100035,108152,4,groceries
100000,113887,1,groceries
100040,109116,4,groceries
100000,112936,3,electronics
100010,119829,3,electronics
100032,100086,3,groceries
100058,100226,3,fashion
100037,114026,5,fashion
100074,112117,2,electronics
100038,115483,1,groceries
100032,113099,3,electronics
100071,119984,2,fashion
100029,114778,5,fashion
100096,114952,5,electronics
100035,116216,4,electronics
100050,109748,2,electronics
100039,102018,4,electronics
100086,113656,5,groceries
100035,109193,2,groceries
100069,107363,3,electronics
100036,117589,3,groceries
100090,105071,5,fashion
100043,110524,2,fashion
100016,107513,4,groceries
100004,113689,5,groceries
100059,113237,1,fashion
100012,109607,3,fashion
100089,113138,5,groceries
100041,112862,1,electronics
100039,113879,3,groceries
100062,106795,1,electronics
100045,105104,2,fashion
100044,112801,2,groceries
100057,111789,2,groceries
100096,112097,4,fashion
100081,104762,1,groceries
100026,104555,4,groceries
100027,103134,5,electronics
100038,117405,4,electronics
100010,101643,4,electronics
100098,101538,2,groceries
100065,110124,4,fashion
100030,109502,1,electronics
100020,116019,4,groceries
100022,106406,1,electronics
100091,109907,1,fashion
100068,101758,4,fashion
100031,110139,5,electronics
100019,109123,5,electronics
100058,103414,3,fashion
100073,118491,3,electronics
100005,116239,1,groceries
100031,110870,5,electronics
100100,115552,2,electronics
100013,117855,1,electronics
100069,103811,3,electronics
100080,107258,4,groceries
100079,108776,4,groceries
100023,102845,3,groceries
100092,108048,2,electronics
100069,107638,4,groceries
100091,119990,5,groceries
100015,110160,2,electronics
100043,105991,2,electronics
100019,105318,1,fashion
100090,113127,1,electronics
100016,116938,1,electronics
100071,106342,4,electronics
100069,115265,1,electronics
100079,101048,1,electronics
100080,100581,1,fashion
100097,118766,3,electronics
100021,106551,3,groceries
100035,110498,4,electronics
100014,111689,3,fashion
100067,104806,3,groceries
100058,114302,4,groceries
100081,106336,1,electronics
100058,110251,2,electronics
100065,113974,5,groceries
100088,110121,1,fashion
100072,102498,5,electronics
100076,119920,4,groceries
100058,111075,4,fashion
100064,107437,2,groceries
100098,107831,5,electronics
100066,103590,3,fashion
100009,109106,4,electronics
100009,106265,5,groceries
100002,112819,3,fashion
100042,109445,3,fashion
100054,106889,2,groceries
100014,105644,1,electronics
100046,113623,5,electronics
100079,100475,5,fashion
100025,114239,5,fashion
100025,104856,1,fashion
100043,100672,3,groceries
100043,119186,2,groceries
100063,107402,2,groceries
100071,116529,4,groceries
100036,116136,5,groceries
100051,100125,1,electronics
100029,114365,5,fashion
100078,104166,2,electronics
100091,114727,4,fashion
100096,101122,4,groceries
100064,103350,1,fashion
100092,102108,5,electronics
100001,109606,3,electronics
100048,115923,4,electronics
100011,109189,4,electronics
100059,100261,1,groceries
100099,111740,3,groceries
100077,107617,1,fashion
100076,111925,1,fashion
100071,112214,1,fashion
100036,112482,1,fashion
100087,116461,3,fashion
100003,101757,5,electronics
100099,115977,1,groceries
100076,104001,1,fashion
100073,101738,3,electronics
100075,117608,1,groceries
100044,103337,4,groceries
100082,104088,3,fashion
100090,117888,5,groceries
100022,101086,4,groceries
100038,118596,1,groceries
100065,103887,4,electronics
100013,114451,1,electronics
100047,101123,5,electronics
100045,104899,2,electronics
100070,111270,3,electronics
100004,113794,3,groceries
100027,103922,1,fashion
100000,119722,4,groceries
100022,113243,1,fashion
100012,100437,1,groceries
100047,115904,5,fashion
100061,115558,4,electronics
100050,102540,1,groceries
100073,118019,4,groceries
100048,107488,2,fashion
100031,115799,4,fashion
100018,106427,2,fashion
100050,104258,3,electronics
100055,116784,3,groceries
100009,112524,2,fashion
100057,108771,3,fashion
100016,112003,1,electronics
100052,110521,4,electronics
100079,114195,4,groceries
100018,113153,5,fashion
100052,119151,1,groceries
100071,109152,2,electronics
100053,104779,4,electronics
100062,105753,4,fashion
100075,119925,5,electronics
100044,112513,4,fashion
100023,117093,5,electronics
100065,108894,4,electronics
100035,110057,2,fashion
100019,105985,5,fashion
100077,115545,3,electronics
100081,113313,3,electronics
100099,107016,4,fashion
100087,114870,4,fashion
100029,112598,5,fashion
100035,115966,2,fashion
100010,119111,1,electronics
100091,115179,4,fashion
100096,115745,4,fashion
100012,109468,1,fashion
100048,119769,5,electronics
100040,109090,3,groceries
100057,100267,3,groceries
100048,108070,3,electronics
100095,106088,2,groceries
100003,104453,3,groceries
100070,105284,4,groceries
100060,101671,1,groceries
100055,106040,4,fashion
100067,103384,5,groceries
100013,109465,3,fashion
100019,111605,5,groceries
100080,108762,2,groceries
100006,107913,5,fashion
100086,113393,4,electronics
100066,117790,4,groceries
100063,115138,3,fashion
100054,107876,5,groceries
100071,104982,4,groceries
100040,115167,2,groceries
100087,113319,4,electronics
100071,118752,1,fashion
100030,117735,3,fashion
100048,114727,3,groceries
100082,102088,4,groceries
100077,118041,5,electronics
100038,108483,5,fashion
100018,105053,2,groceries
100055,110187,3,groceries
100097,100056,4,electronics
100054,116236,3,electronics
100022,111191,4,fashion
100036,109659,3,groceries
100059,106766,5,fashion
100062,119041,5,electronics
100098,103193,4,fashion
100016,113063,3,fashion
100024,110780,5,electronics
100081,116425,4,groceries
100074,110476,5,fashion
100029,115229,2,groceries
100064,107067,4,fashion
100018,113672,4,groceries
100088,117152,1,groceries
100018,105230,3,electronics
100097,100102,4,electronics
100065,114335,5,fashion
100052,113790,3,fashion
100100,101212,4,groceries
100013,119171,3,electronics
100020,106726,3,groceries
100033,118741,3,fashion
100069,112312,3,fashion
100035,117484,5,fashion
100032,110626,4,groceries
100060,106608,4,electronics
100064,114251,5,groceries
100005,107680,2,groceries
100020,119026,3,fashion
100067,112182,3,fashion
100005,107220,5,fashion
100089,109973,3,groceries
100017,111476,2,electronics
100033,107033,1,electronics
100092,102278,2,groceries
100029,109668,3,electronics
100043,102365,5,fashion
100069,112240,2,groceries
100035,101189,1,fashion
100098,104430,4,electronics
100094,106197,2,electronics
100076,104979,2,groceries
100067,103023,3,groceries
100082,111331,1,groceries
100025,112033,1,electronics
100042,114744,3,fashion
100082,112184,4,fashion
100054,119484,4,fashion
100009,114834,1,groceries
100084,110302,4,groceries
100010,112367,4,electronics
100050,112203,3,fashion
100032,113889,1,groceries
100060,103566,5,electronics
100065,115266,1,groceries
100011,113336,5,electronics
100036,109287,2,groceries
100005,101040,5,electronics
100084,108966,4,electronics
100072,110180,2,electronics
100026,110105,1,groceries
100000,114809,4,fashion
100026,106926,3,electronics
100009,102582,3,electronics
100013,115225,2,fashion
100032,111206,2,fashion
100050,115995,4,groceries
100085,113375,1,electronics
100003,116159,2,electronics
100086,116456,2,groceries
100084,108543,2,electronics
100096,117979,1,fashion
100041,118400,4,electronics
100098,119165,4,electronics
100070,105723,1,groceries
100097,107391,1,groceries
100032,112332,5,groceries
100089,108217,2,fashion
100021,105111,5,electronics
100011,112383,2,fashion
100097,102247,2,electronics
100065,101927,4,groceries
100073,116558,2,fashion
100083,111798,5,electronics
100056,108997,2,electronics
100051,111054,1,groceries
100082,100543,3,groceries
100049,101812,1,fashion
100023,115929,3,groceries
100094,115057,1,groceries
100037,102954,2,fashion
100025,100647,4,electronics
100023,110979,4,electronics
100034,116500,1,electronics
100076,119855,4,groceries
100026,107311,2,electronics
100034,118637,4,groceries
100013,108107,3,electronics
100095,102779,2,fashion
100080,106854,5,electronics
100021,117930,2,groceries
100096,107437,3,groceries
100090,116537,2,electronics
100027,109141,2,groceries
100068,119802,2,electronics
100029,107429,5,fashion
100025,106196,4,fashion
100086,109309,1,fashion
100086,104471,1,fashion
100032,100704,4,groceries
100005,113058,4,fashion
100024,119043,4,fashion
100027,115590,2,electronics
100006,106140,5,electronics
100077,107889,5,fashion
100000,116793,2,fashion
100011,105961,5,electronics
100019,114619,1,electronics
100097,116538,2,electronics
100085,117086,3,groceries
100056,106254,1,groceries
100031,106410,3,fashion
100046,118748,5,fashion
100076,108542,5,fashion
100042,108942,5,fashion
100018,112505,1,groceries
100021,118313,2,groceries
100051,113826,5,fashion
100053,111152,2,electronics
100085,110360,5,electronics
100064,104093,3,groceries
100099,115886,2,fashion
100074,103693,4,fashion
100075,118601,5,groceries
100001,107923,4,groceries
100017,110284,2,fashion
100054,117838,1,groceries
100067,101157,1,groceries
100012,117079,2,electronics
100039,105639,5,groceries
100005,103686,2,groceries
100058,115891,1,fashion
100022,118362,1,fashion
100062,118978,5,groceries
100058,115415,3,electronics
100084,106414,3,electronics
100078,111473,2,fashion
100072,117786,5,groceries
100065,105261,5,fashion
100096,115481,5,fashion
100099,102705,4,fashion
100064,111975,3,fashion
100063,102875,5,fashion
100024,102724,2,groceries
100016,108930,2,fashion
100009,114889,4,fashion
100069,107316,5,fashion
100067,119246,2,electronics
100051,105784,2,electronics
100008,109740,4,electronics
100015,117423,1,groceries
100096,102336,1,groceries
100056,102131,3,groceries
100044,102601,5,electronics
100099,115286,1,groceries
100006,108201,1,fashion
100044,117285,4,fashion
100059,102814,3,groceries
100088,101805,3,electronics
100067,112771,1,groceries
100014,115615,2,fashion
100094,103892,4,electronics
100066,107922,5,electronics
100019,111127,3,electronics
100040,114518,4,electronics
100046,102168,3,groceries
100061,112843,5,electronics
100029,115473,3,fashion
100022,112127,3,groceries
100005,107457,2,fashion
100007,105885,5,groceries
100096,105520,5,fashion
100013,111300,1,groceries
100041,100351,1,electronics
100094,101758,1,groceries
100060,103382,1,groceries
100054,104506,3,electronics
100006,102844,3,electronics
100013,116853,5,electronics
100027,111234,1,fashion
100033,113784,1,electronics
100071,105512,3,groceries
100024,110516,3,groceries
100030,104050,4,fashion
100092,113382,2,fashion
100044,109342,5,fashion
100017,116417,3,electronics
100061,107683,3,groceries
100076,110146,1,fashion
100065,115172,3,electronics
100100,106650,4,groceries
100003,100221,2,electronics
100071,107886,3,electronics
100056,113011,2,electronics
100056,102600,4,fashion
100048,109783,1,groceries
100028,101078,3,groceries
100041,117167,2,electronics
100020,111514,3,groceries
100024,117273,2,electronics
100065,104301,3,groceries
100015,115155,5,groceries
100004,111475,4,electronics
100092,118120,2,groceries
100005,105065,1,groceries
100019,110816,2,groceries
100012,108393,4,fashion
100078,115106,5,fashion
100020,107194,5,electronics
100096,114609,5,groceries
100069,115992,3,groceries
100073,110333,4,electronics
100071,119139,5,fashion
100061,114587,5,fashion
100025,104128,3,fashion
100096,114068,2,fashion
100045,100351,5,fashion
100028,118459,3,fashion
100057,106141,3,electronics
100068,109856,1,groceries
100025,117576,1,electronics
100040,100419,5,electronics
100062,112076,1,fashion
100013,117330,4,groceries
100062,116442,4,groceries
100081,112159,3,fashion
100085,119879,2,groceries
100021,108503,5,fashion
100046,109893,3,electronics
100017,107296,5,groceries
100015,114519,3,groceries
100024,110053,5,fashion
100038,102180,2,electronics
100037,119995,4,electronics
100066,106166,5,electronics
100021,117088,5,fashion
100034,109157,4,groceries
100014,100885,1,fashion
100062,112328,2,electronics
100088,110227,5,electronics
100018,119665,4,electronics
100082,110251,3,groceries
100012,113304,1,electronics
100036,101357,4,electronics
100015,108638,4,groceries
100085,110986,4,electronics
100096,102845,1,groceries
100012,117052,4,electronics
100085,119635,3,fashion
100048,114411,5,electronics
100050,114528,5,fashion
100075,117797,1,fashion
100098,116928,3,fashion
100058,116033,1,groceries
100007,111779,5,fashion
100048,114847,2,groceries
100041,112362,5,electronics
100090,111220,4,fashion
100071,116224,2,fashion
100006,116906,5,groceries
100014,101319,1,fashion
100087,107940,2,electronics
100039,102209,3,fashion
100088,108495,1,electronics
100049,112514,3,electronics
100038,114802,3,electronics
100002,117058,4,groceries
100033,113524,5,electronics
100007,101174,4,groceries
100066,117051,4,fashion
100094,116593,5,groceries
100011,119503,4,groceries
100088,113183,4,fashion
100075,100533,2,groceries
100034,100005,1,electronics
100027,109064,5,fashion
100037,107250,2,fashion
100046,103168,1,electronics
100004,106485,4,electronics
100004,114954,1,electronics
100064,102024,4,groceries
100022,112264,1,electronics
100088,105809,3,groceries
100037,103236,2,electronics
100075,110914,2,electronics
100068,117274,2,fashion
100026,113404,1,electronics
100006,100022,1,fashion
100072,112566,3,groceries
100099,108295,5,groceries
100056,110724,2,electronics
100023,100816,3,fashion
100052,104868,5,electronics
100042,107451,2,electronics
100050,101957,3,electronics
100068,119431,3,electronics
100050,112382,2,fashion
100012,110236,1,electronics
100010,111829,5,groceries
100081,111590,1,groceries
100085,102364,5,fashion
100035,116279,5,fashion
100062,103660,1,groceries
100063,119868,3,groceries
100027,115813,5,electronics
100039,113020,4,groceries
100034,119239,4,electronics
100094,115454,5,fashion
100012,102382,2,electronics
100036,118943,1,electronics
100057,102081,4,groceries
100000,119457,3,fashion
100084,110502,3,groceries
100015,107730,4,groceries
100080,112457,5,fashion
100003,103295,5,fashion
100027,114238,1,electronics
100036,107822,1,groceries
100034,115817,2,groceries
100086,112752,3,fashion
100041,110501,4,groceries
100037,107548,2,fashion
100077,106802,1,groceries
100069,100210,2,electronics
100099,108851,5,electronics
100044,102870,5,groceries
100069,103188,4,groceries
100092,106449,3,electronics
100054,106057,1,groceries
100050,114358,2,electronics
100078,111787,2,electronics
100097,101929,5,electronics
100079,105141,3,electronics
100020,112850,4,fashion
100026,105272,4,fashion
100038,101430,2,fashion
100054,110319,5,groceries
100067,113896,5,electronics
100082,111237,1,electronics
100015,103410,5,fashion
100079,109112,2,electronics
100034,105796,1,fashion
100036,104929,2,electronics
100009,102988,4,electronics
100053,102886,1,groceries
100076,112705,5,fashion
100025,100980,4,electronics
100096,102038,3,fashion
100092,105336,3,electronics
100027,109755,5,groceries
100016,100862,3,electronics
100047,111967,3,groceries
100001,108402,5,electronics
100024,114714,4,groceries
100053,106129,5,fashion
100009,101080,2,electronics
100064,104014,4,groceries
100053,112236,5,electronics
100000,101198,5,electronics
100009,108298,4,electronics
100085,106956,4,electronics
100087,112701,2,groceries
100069,113143,2,fashion
100020,113237,5,electronics
100002,104141,3,groceries
100073,104845,5,groceries
100036,115415,2,electronics
