userId,productId,rating
730317,178891,2
609289,215417,5
918082,140309,5
699922,167215,1
946890,113614,3
242574,116022,2
620139,139624,2
423527,142200,4
586833,114495,1
864170,180771,1
487846,154368,1
760283,116779,3
715185,207322,5
700100,192731,5
461142,171727,5
163829,101292,4
496225,159219,2
812936,125785,5
824137,125822,3
669733,194657,4
628760,189603,5
960478,123808,3
957066,173224,1
876383,147185,1
463403,104258,2
247603,106913,2
411397,116893,3
698510,144506,4
740661,118357,1
939970,179343,1
102199,203133,4
120531,123594,1
456772,126685,4
941511,168835,4
404503,178416,2
688728,139038,4
520077,207685,5
457961,206817,2
615030,187473,1
336646,155412,4
815028,158546,3
729689,100385,3
632854,178786,2
480477,159109,1
604864,173560,3
103486,117133,3
107416,115200,2
417541,169125,3
220690,172726,3
399565,125976,1
339903,142278,3
648478,168045,5
674835,186417,1
935351,111876,3
933008,196037,3
474330,169398,5
676233,137875,1
120456,101574,5
750124,203601,3
421188,154857,2
551716,152511,3
327550,131201,1
104514,106229,2
474773,188034,5
724619,133036,2
583294,189820,1
401459,174086,3
226684,197716,2
138028,145991,4
115167,191636,5
384763,118661,1
507763,105624,2
958310,146473,4
332222,115472,1
655052,215981,4
842386,106287,3
610544,160177,2
766044,117323,4
762013,134978,2
756633,142528,2
179509,141675,5
461919,136408,5
924055,108181,4
877317,215031,3
801213,109632,5
360820,192692,1
164356,120353,1
874311,123327,1
806892,135066,5
373082,183815,3
750342,203003,1
810183,197726,3
573684,189661,5
894006,213813,5
774291,112663,1
523479,189168,4
293753,210573,2
682755,174751,5
263312,185318,1
878323,171184,3
821904,120922,2
781073,187667,4
754051,179410,5
665511,101659,1
543575,215308,5
558950,157647,4
959163,107704,3
840148,168754,5
630931,188473,3
985613,205007,1
597002,207111,5
179907,119644,5
960289,130031,4
211505,106259,5
353290,107359,5
490410,123940,3
224541,211887,5
427499,154638,2
598802,211625,3
899099,150856,2
848884,143164,3
990066,181523,4
514716,204049,4
388119,200029,3
768344,161887,4
561332,112404,5
881841,202659,5
460563,214464,2
410936,217013,4
496739,138996,1
884573,196912,4
278287,193160,4
471408,115811,3
987842,132399,5
492329,127732,1
705593,186151,2
210948,100114,3
707303,104708,5
928826,166970,1
432887,120074,2
345254,168964,1
458007,122090,3
445958,139414,4
398823,159421,5
157944,194247,4
355259,153110,4
225853,125643,3
196351,111571,2
933232,138871,3
893210,133056,5
194846,146934,5
745610,176376,4
869235,110885,1
759540,105276,2
669266,193772,4
113609,150963,1
358892,154039,3
640199,179146,4
520665,132650,1
671819,154529,1
389249,195027,5
372906,172233,2
452293,114760,3
120151,199856,2
818656,115089,1
368039,141862,5
793441,186639,4
995360,137562,2
852896,125199,3
988868,132446,1
913451,164589,1
682106,146317,5
191120,141434,3
895811,181098,2
895480,159275,2
511806,130453,4
714013,154352,3
305153,146741,2
365089,167008,1
173062,132900,4
252029,206498,3
693200,160080,5
988419,115417,5
596477,190734,2
382578,139045,4
111178,156487,3
657543,150136,4
694462,179092,1
405596,146916,3
574820,188816,1
978201,180351,2
215052,127821,2
988911,130816,2
404496,142641,4
334630,151094,5
303376,164567,3
492562,220742,5
546517,214109,2
977710,132962,4
768795,214986,4
490407,193098,1
178373,221170,1
399426,217395,4
694546,221856,2
202164,129913,3
467963,158718,2
173619,211386,3
573062,158347,3
256620,121478,3
237251,159789,2
747130,194255,5
513107,141598,4
609820,134411,4
964239,141331,2
361757,189577,4
503316,111051,4
391138,117619,5
316715,216901,1
594177,162889,1
253168,161215,1
346607,186650,1
881081,205220,4
669035,175006,3
206273,182892,3
296711,104179,1
476812,179884,2
727957,102394,3
973622,214543,4
908527,211669,2
368598,151711,4
767184,140673,3
350102,187759,4
108543,172087,1
137802,195117,5
603198,131001,3
551125,132949,3
194508,179181,3
882765,173252,5
306849,132939,1
881874,158802,2
669530,121945,3
295730,141464,5
245612,204239,4
553815,188701,1
551046,185258,5
763720,137636,4
603018,221717,3
920643,205911,4
362569,188610,1
555354,124083,4
607760,120487,5
773886,191104,3
774269,169311,2
100141,161465,4
735503,203715,2
548997,197753,3
516263,219486,4
650942,140184,2
901224,127413,5
992606,195454,5
169952,164964,3
875560,127136,3
852609,194500,3
678465,128722,5
612415,109677,3
660841,104327,3
622494,109071,4
984351,164965,1
251147,139984,4
361921,203679,1
357540,130421,4
591719,221864,4
667550,132310,5
254195,202982,4
734790,163313,3
506252,115237,3
605148,128370,4
635543,183943,5
161292,139003,3
499303,221412,5
832464,165028,2
207980,200464,2
947406,204911,2
906823,111792,1
387568,221037,3
336255,144121,2
607986,143587,1
192221,200577,5
191781,179894,2
849001,105987,2
869684,119271,2
938204,189460,4
778719,118191,1
440995,209569,3
138298,189890,5
337219,205958,5
687097,111936,1
174642,118098,2
910628,188092,4
355332,103008,3
411781,138953,4
860033,203194,1
107465,116725,2
180417,114876,3
444117,164496,3
226893,103143,5
162360,201948,1
460863,167776,4
972094,149658,1
783130,158419,1
232924,120788,2
147632,187764,2
490320,194786,2
533556,207662,2
183253,119331,3
948236,189538,2
444400,182900,1
580563,121767,5
404892,126859,1
160476,147353,5
596469,154358,2
875415,196264,4
721396,193410,1
683929,123445,2
394456,180877,5
983966,218026,1
617815,137531,5
870181,208620,1
597302,205194,2
935438,159237,3
153018,100548,4
256749,157084,2
357190,188292,3
352708,217463,5
113683,130658,4
638544,221727,5
241261,199844,2
663334,121835,3
740633,153878,2
379673,153759,1
867197,132191,1
155851,175874,2
767388,165711,2
285381,162927,4
783967,160767,5
431058,177044,3
245717,215535,4
565704,175511,5
953957,176630,1
571046,151713,3
889461,214218,2
211709,144700,5
615828,164208,4
795294,186966,2
486893,100374,1
587890,197382,4
658656,203669,1
761074,123535,1
748102,105891,5
161831,111953,2
364653,213356,1
328808,185008,4
519202,106645,2
265529,175771,3
414613,204720,2
375343,127976,3
861393,108141,2
937675,188540,4
835106,107837,5
111897,149316,4
312797,192177,4
709785,183520,3
785006,119402,2
306602,133216,5
731346,135250,4
310244,150719,2
750706,181539,3
943950,116163,3
271469,116688,4
577727,120944,5
975178,179765,5
273885,171548,2
273641,145626,2
763862,147398,5
509936,167870,2
671953,179369,5
837318,132544,5
327348,147409,5
256232,129043,1
592353,142114,1
217083,121897,1
661839,220540,2
167690,167809,5
864138,157290,1
213099,111283,1
259248,143110,3
829313,135468,4
715432,170103,4
190705,161287,5
685057,160904,5
832336,114419,3
630766,201136,5
934573,111269,5
200996,167528,5
455009,131903,1
421575,217250,4
375038,130917,5
269654,119466,3
171816,122900,5
857431,192012,2
684811,188649,1
541551,216714,3
233488,215814,2
809933,189376,4
705481,122415,2
472394,150481,3
129385,176064,5
585947,216065,5
472145,153501,4
700562,209656,2
337595,201943,4
840097,207584,4
761706,179300,4
366142,108111,4
766765,216919,1
173328,200920,3
943807,150946,1
299353,118929,5
904537,140694,4
492252,175998,5
124674,203549,5
509759,193647,1
603519,103491,3
817909,154581,5
117158,181625,2
678234,110060,4
466286,163359,4
718711,187449,1
447194,189678,4
960703,160056,1
505345,220737,4
403102,107295,3
611163,160985,3
839939,116146,3
361527,184609,3
801871,195534,5
372577,156473,2
424980,165806,1
506199,144988,3
570559,109539,2
860746,145395,5
682572,123678,5
692309,104735,4
372446,145883,2
365210,133535,4
322637,185771,5
935275,141008,2
800902,180015,3
440179,217077,3
768349,212313,5
439841,143434,2
823496,219512,4
192356,194001,5
675093,143737,1
933353,159691,3
142153,151560,5
162922,175324,1
128882,116935,3
151949,146906,1
487557,179638,2
501717,174451,2
952334,181748,2
131211,160417,4
810762,189080,1
604126,203350,4
912271,123852,5
204880,139407,4
387544,218825,4
633785,151997,2
259925,172870,4
362908,173397,1
464771,165903,4
681334,191528,1
625966,155204,1
660989,126530,4
581777,212693,5
920704,174350,5
358551,163121,3
532190,118783,3
135864,176764,1
150692,202594,5
291405,178557,2
894430,100808,1
332785,150558,3
536657,115177,4
635068,209430,4
635454,197077,3
973099,188570,2
247638,208528,4
602110,126799,5
395987,131331,2
780659,139504,2
514578,115642,1
562145,145267,1
280741,111130,1
708489,156738,4
610786,172856,1
819240,142095,1
581628,210862,1
481900,214971,3
352309,114207,3
788164,101809,4
925088,185116,3
491361,148339,3
172494,219069,4
665100,156722,1
753633,143172,2
379292,149698,5
689583,119616,1
653551,125880,5
597015,204772,4
496604,160779,4
188819,130733,2
593773,199375,5
191549,103482,3
837101,147091,4
365933,134104,5
536171,200864,3
526424,103958,3
564958,204017,2
187459,210466,1
907440,126338,5
763799,131195,5
207006,142131,5
505233,104504,1
703370,211984,3
969202,177217,2
905144,190321,2
971644,201141,4
265237,161762,5
218475,107260,1
197056,155045,5
423060,142278,2
551685,100022,4
955728,191628,4
691238,113438,1
681676,105251,5
217421,171567,3
979054,109013,4
837367,184684,4
824168,174975,1
454321,157460,3
364145,132423,1
606338,176318,1
638861,191541,1
654701,192439,1
498509,107236,3
412453,146503,5
686049,180453,1
742561,100228,1
816164,191981,3
904369,218647,1
487468,110169,4
684420,210428,3
125751,208492,5
215687,153266,4
146937,106703,1
262004,192355,4
989324,120526,1
833419,134403,5
128757,154855,2
903154,217004,3
859713,162205,3
534552,185726,1
530274,153237,4
866081,182411,1
517442,136398,1
655969,204412,5
742823,181209,4
675455,199887,1
770461,143633,4
213843,118590,2
763801,138865,4
704419,200498,2
848942,199289,3
926147,201054,3
288479,121809,2
846209,124399,3
297912,157337,1
191359,197160,4
831853,187004,4
405193,158401,5
236609,123911,1
262316,197371,2
725185,153173,4
772510,163173,4
947460,171965,5
821009,212673,4
755533,198862,5
820383,107074,4
156614,193385,2
345500,141553,5
481437,137547,3
938625,160388,3
669763,219389,4
346765,126064,4
924689,142614,5
651179,138466,2
784441,117858,1
732884,198462,4
168493,204711,4
348815,190950,1
821854,211709,5
196841,108562,3
236385,110849,3
504133,167191,3
692885,169999,2
935257,221845,3
110650,125763,4
882353,216744,1
978968,162461,4
847741,180750,5
700588,114136,3
586052,179191,5
904822,219351,2
101960,184515,5
354202,172916,4
200726,120538,4
359542,148497,3
859353,125051,5
915598,195624,4
886046,205047,2
754690,106449,4
257507,194021,1
246480,157516,3
122012,127951,3
591323,196368,4
870199,197080,5
100069,131703,5
398953,148016,2
272864,189470,3
507980,148553,4
941454,103170,3
263503,158771,4
479315,168112,3
524206,195404,5
664755,200437,5
510733,172245,4
469064,181970,3
515514,195218,5
643484,166148,4
667092,177043,5
771511,175878,2
358175,194642,4
687686,121812,4
598245,208156,1
321031,137680,3
170188,156112,4
383433,200496,5
822324,159564,3
644584,129569,4
427605,218174,3
739099,219743,3
647380,217314,3
388135,204680,3
385487,152431,5
209416,168007,4
378517,168983,4
479319,212393,5
732596,189995,2
842258,104138,3
913106,104330,3
232327,210708,5
719640,164640,3
477275,160488,2
344960,218298,1
543609,125487,2
739558,196003,3
164536,125370,5
925083,149899,2
133110,166842,1
329858,181993,4
543577,195567,2
874044,162751,2
753634,185394,3
231317,126562,1
340447,211771,1
323437,181882,3
514494,102182,4
287909,154068,4
128924,135355,1
246490,192028,4
504621,184646,4
495888,145726,3
334246,218289,1
803723,191862,5
470265,196938,1
216976,122897,5
889103,136107,2
853514,160344,5
519755,145314,4
471258,194420,2
556910,214179,1
842993,194658,4
753894,156671,3
626753,199989,3
714225,137201,2
224134,157936,2
110476,206192,4
839980,141972,1
942547,186552,2
123710,154656,2
926594,192317,2
839458,111409,1
549921,220514,4
703319,128847,4
630824,167228,1
400102,130962,1
567780,201896,5
517236,206448,2
306072,101254,5
107977,169378,2
952700,194350,2
904091,212251,4
613164,144258,2
580353,114946,5
328642,135717,2
381095,144515,1
539507,116324,3
669041,209394,1
456640,194039,3
208932,164236,1
785743,119701,2
968901,183416,4
971904,106160,4
549538,154318,1
724082,216045,4
704935,142529,2
164649,163622,4
503575,151275,3
291770,117701,2
261373,158621,5
180525,142340,2
241784,156677,3
549466,104947,2
179655,140025,2
781566,139511,2
995868,141527,5
207755,167436,4
137630,212266,1
255691,130755,1
112552,181604,4
611153,122198,4
210305,143585,4
792331,122963,2
987995,173187,5
313345,177441,5
455680,194975,2
446478,187108,5
610834,178384,1
238782,171625,2
617403,122298,3
628288,142772,1
854980,110408,3
943708,221680,5
919232,143279,5
263346,182925,5
630949,203126,1
387319,100725,2
909132,163585,5
318902,208448,2
845356,138964,5
176560,203661,3
924312,181263,2
336909,150672,4
590681,190794,5
541337,175347,4
232280,191485,2
707310,190484,1
795004,165973,1
592547,213655,2
460667,145761,5
462906,131626,2
150943,162922,1
547045,131819,1
873856,103141,5
131358,162531,3
807632,194101,3
412353,119015,2
595138,210608,5
854363,122814,5
691521,186935,5
992087,156755,4
490590,159568,3
205221,161220,5
946184,196738,2
500006,129290,2
690203,126716,4
660614,193984,5
769939,187910,2
732277,119869,2
905698,143233,4
125067,181603,1
859567,182648,1
410836,113232,3
390991,153535,5
682866,158132,1
972787,135455,1
104166,181379,4
519766,166167,3
672569,216669,3
800574,158600,1
771937,184068,2
287999,100511,4
945772,172823,5
850841,175785,3
323650,116450,4
806581,149731,3
351096,207439,5
664744,218320,3
639023,123628,3
191364,162072,2
306129,126583,5
536287,173984,5
249701,156900,1
835152,187197,1
301092,220546,1
498331,155160,1
294008,207149,3
677333,119665,3
689314,173658,5
336464,216946,1
459906,107125,1
168050,109178,3
380909,148332,3
643391,185076,4
804115,127945,2
246986,150887,5
314794,199458,3
180279,105459,3
635518,149274,1
669512,150690,3
486696,152306,4
454262,159348,2
243176,215315,3
645794,147119,2
129358,148458,4
322960,179921,1
480104,138785,3
310593,204848,2
970087,191017,3
423612,217460,2
695713,197323,3
861836,134899,5
182176,142017,4
963513,117825,2
272591,216808,1
609392,163870,2
382522,202516,4
341602,156281,5
287396,112641,5
202126,115571,5
562123,184618,3
365345,187562,4
417109,110001,5
915265,189315,5
999033,130020,3
517535,116819,2
432070,174017,5
908311,189678,3
969922,209178,3
329806,135356,1
638772,212945,1
963656,171856,5
823557,123345,1
384023,169085,4
702417,132953,4
758078,198823,3
855228,187166,2
884910,139340,5
201952,212371,3
260204,139930,5
898069,152380,3
559695,186503,5
645428,134887,2
256559,117768,4
776379,158817,5
761677,175436,5
639700,156775,4
525496,116604,1
425481,185582,2
852845,170814,5
967929,106342,4
543671,138569,3
971978,112823,1
772782,109611,4
107997,158404,4
858767,182136,4
529258,156710,1
934292,118403,4
961104,165182,3
558603,141465,5
730269,206042,5
435194,196107,1
595507,156256,3
921799,160545,1
308748,113782,5
204618,128647,2
753385,219461,5
806281,156174,4
934523,177403,2
202167,195541,5
376123,219415,1
461144,167630,2
529189,185138,3
865911,205886,1
539385,194603,3
666393,205794,3
830356,148303,4
568919,216505,5
788898,186684,4
118521,195221,4
690658,111110,5
405927,172614,4
326003,125028,4
230929,141478,2
661309,205636,1
918262,168681,5
311211,113798,2
711218,219926,1
940695,160629,4
116625,101264,1
472308,212458,4
355771,167803,1
568614,167649,3
189869,218225,2
614541,128818,2
391297,114041,2
384369,221811,1
974923,110393,1
452285,189313,3
465206,130193,5
550986,208907,2
828555,130008,3
676329,106034,5
159156,195398,2
274539,171944,3
318917,190420,3
919467,183396,2
306027,106770,1
307410,172222,5
530745,109440,1
970341,178539,5
633388,101898,5
490040,202828,1
804490,178098,3
709164,190740,5
542630,194900,4
832898,218383,4
666771,149484,5
390513,181942,2
595392,208790,1
547902,194307,4
447596,209485,3
757684,207309,3
872821,160199,4
402335,108510,5
392506,165977,5
297636,205791,1
960425,123625,1
162029,184051,2
443030,161429,3
604408,123820,4
497116,135738,2
805553,126449,1
584695,195437,2
536586,202996,5
788424,113165,5
388554,124799,4
343753,214982,3
478957,200530,1
977048,152804,2
117743,182243,2
350357,220167,5
163653,133862,3
853869,187978,4
736740,186588,4
464953,215006,2
266684,180069,5
841682,193424,5
785040,184699,1
591023,116113,5
714201,190313,2
470922,176105,1
514153,127855,2
498524,197440,4
599557,163168,1
110846,183422,5
871063,105799,4
940859,130940,3
564579,134468,3
768749,168613,5
435718,219421,3
979300,193577,3
892004,138800,5
233472,217959,4
897653,207565,5
164572,125295,2
264269,167903,4
621761,104310,5
305963,116580,5
238729,148257,4
274518,100945,4
610512,175936,2
744282,220341,2
910620,139174,5
785899,132878,3
100224,218167,5
339172,182676,2
379926,107297,4
224784,129377,2
318435,194573,5
387879,166306,1
431551,102575,2
599945,114001,4
986095,159700,4
175668,198927,1
975588,216458,3
736677,115186,2
827610,124049,4
310477,202273,4
188396,184204,5
482634,101391,4
855061,181505,5
684271,160802,4
828566,102593,4
991703,176438,5
597536,101057,4
181068,130750,5
724018,161018,4
361949,197758,2
531115,156991,5
419415,217545,1
646258,151001,5
774220,176515,4
778656,119112,4
667263,206474,5
350148,172026,3
428754,105595,5
799655,198166,4
310872,192111,4
488652,116186,4
433460,221314,5
194318,169978,2
619819,114502,3
825331,202192,2
124525,169213,3
863332,130076,1
815369,113190,1
668683,182318,5
142812,123552,1
125645,131305,2
872759,107920,4
839797,194120,4
200214,110715,2
233903,174856,1
688378,193218,5
372504,196588,5
786199,201531,4
591709,197697,4
403294,133645,5
833887,108073,5
614894,201719,3
295569,115580,5
778204,200893,4
765949,105895,5
257277,194402,3
166206,120559,2
573945,183714,5
500464,174574,1
203070,189486,1
927985,119045,5
312676,132023,1
363778,135278,1
312255,190892,3
927625,162046,5
551736,202492,3
560156,131322,4
860991,173554,4
781443,128872,5
693744,207262,5
908753,101685,3
699028,116198,1
524620,150672,4
887629,207505,1
370576,172323,2
691359,182469,5
368182,125658,1
201517,216112,2
155938,158148,1
420975,102546,3
893445,129117,4
972340,194780,1
431218,179970,5
569149,189149,3
512622,147552,5
582366,105077,4
647599,198394,4
656344,185210,4
315941,161471,5
919252,211320,4
780815,169546,5
843540,138264,5
687011,187468,5
543241,209224,3
214327,165123,3
716739,200694,1
738314,161741,5
276867,109258,5
506106,162991,2
853442,109467,4
298701,192846,4
455815,189541,1
243635,179272,4
365222,219170,4
113058,103720,2
601221,152421,4
642461,198179,3
584220,126092,1
855457,161526,3
175125,151607,5
361679,198957,2
715047,201700,2
329516,101510,3
160989,145320,4
891530,190087,5
528615,158693,5
467840,114896,2
889709,118765,3
601158,181837,2
399769,143596,3
802179,105329,3
364664,121064,4
118372,182650,4
129930,193877,3
431826,125601,5
686928,143872,3
617872,121637,5
875669,168128,3
532342,103910,2
287930,184297,4
251095,202828,3
816786,149513,4
448197,113603,2
301040,127167,3
621982,211337,1
610606,208776,1
185422,133778,2
742202,143408,2
800892,162403,5
528603,165520,1
655840,172675,2
995750,209746,3
813742,194795,3
480793,129836,1
731578,183057,5
888747,193627,5
690052,212129,4
568312,134183,1
554364,170349,5
731272,114081,3
301589,200568,3
634314,171445,3
252418,201641,1
950384,158100,4
806267,153984,5
265303,200264,4
497709,142807,4
710537,213567,5
134616,178537,2
348093,106749,2
871556,169288,1
349125,220335,5
301166,209643,2
500036,181620,2
428387,172791,3
944172,142752,3
741546,180224,3
232238,100554,5
877402,115742,3
554193,218255,1
632083,144859,2
511621,136215,3
200612,163415,5
186447,119565,5
508893,113326,2
114648,111407,4
947546,170966,5
902130,151432,5
376902,176594,2
125070,134015,1
825898,184855,1
144360,145207,5
999033,184595,1
632995,217860,1
688061,156126,4
298967,114016,4
407251,129420,1
664421,137921,1
629344,180915,3
270224,131868,3
311201,209788,1
981092,113276,4
618423,100581,1
832127,222123,2
341471,138569,3
396866,217957,5
657309,159525,5
128598,211189,2
810615,190462,1
880758,113120,1
589128,209146,5
638886,213031,2
197471,136211,3
957552,214070,1
175868,215769,2
483860,139510,1
414121,165360,1
306517,205615,5
346200,117574,3
175938,131723,5
172783,191522,4
367123,204685,2
414035,154472,1
927116,221052,1
846478,211586,4
178359,164758,3
982708,193768,5
159418,201631,3
365325,175993,4
284450,215930,4
249045,105165,2
505301,212718,1
755860,107576,1
993203,169547,5
864948,140388,4
501584,220257,3
450311,129512,4
759233,171576,5
219541,135340,4
333006,141608,1
595474,176185,3
355873,220172,5
827972,178421,1
769529,178900,5
671055,219035,5
305789,198253,3
563515,113675,4
942971,183520,2
294821,192473,5
415739,100448,1
209479,140225,1
629181,220284,3
313945,211301,3
655353,124485,4
681551,103555,2
613065,111046,5
499244,146324,5
773260,216747,1
902996,180932,1
116827,179910,3
489977,160414,1
306925,193528,3
819063,203790,1
599316,217659,4
948889,132198,5
195633,132893,2
546232,107113,3
187079,101287,5
393949,195652,4
942033,101550,4
514051,122483,5
836330,216359,3
902015,106462,3
975586,151260,5
887874,137052,2
161150,133432,5
258219,135042,4
962134,114181,4
140361,182744,5
638021,108181,5
890933,175905,4
300655,165401,4
365903,185125,1
813034,115033,5
212674,221943,3
467543,131080,1
158333,161969,5
985489,133135,2
621852,149912,2
393066,169699,2
962876,202448,3
123840,103127,4
179997,119029,4
596504,191540,4
746727,113000,3
909235,114121,1
821904,102042,2
946180,138245,2
469970,192581,3
696370,101086,2
764331,123876,4
454367,136452,4
277463,108724,3
714325,110531,2
832088,119953,3
734922,181010,4
960121,196481,1
619202,123156,5
179417,155771,4
914470,205602,5
856934,138138,4
911404,141705,4
640832,157114,3
632116,161759,4
211324,105025,2
326459,184976,4
396516,187411,3
329345,173117,1
198440,118508,4
674074,143372,1
995281,113051,1
485907,202089,2
608233,188216,3
427758,103587,1
434196,155040,2
482467,161948,5
516441,176904,5
990052,185290,2
636409,193323,3
270944,112983,2
954283,145784,1
133326,220363,4
143917,149988,4
854269,123215,3
867516,155876,4
730250,118198,3
502872,102764,3
444374,188182,5
919097,103025,1
178073,206981,3
770370,193497,2
694355,149794,4
322784,216652,3
798877,152058,4
270733,179452,1
244368,179244,2
134981,132403,5
964657,129354,5
816247,220963,1
744150,207329,3
480961,142680,3
353010,111997,4
102842,209968,4
357770,169099,2
630279,143818,1
560465,133084,3
439799,144339,5
412322,175040,1
494156,132829,1
579871,199481,5
288647,139038,3
515081,142302,3
567704,195051,2
927350,128603,4
916821,141431,4
707506,208791,3
750769,129965,4
194519,106637,2
484892,108038,1
880912,141444,2
143325,126930,3
619093,124397,3
438744,199174,4
579872,109599,1
645779,124655,4
185806,195848,2
539315,216272,5
953552,113609,3
479520,195844,4
248854,171536,5
334125,111630,4
656033,110590,3
667680,198551,3
802373,222210,5
532580,164036,1
432413,190367,5
302743,165928,5
273341,184528,3
647498,198203,4
425967,154228,1
264916,171160,3
515407,168026,1
881570,146579,5
929085,154533,3
507567,200282,2
892459,154519,4
585191,190961,3
895198,118006,4
614880,213746,4
248512,196897,3
424901,135272,2
752156,150651,3
733046,111454,5
265659,213455,5
873238,212848,4
572718,141367,3
642090,189870,1
226533,131691,5
584820,101808,1
940883,149435,5
512396,110567,1
306496,119310,1
181367,214750,3
517206,165316,1
980898,214473,5
857215,185311,2
597383,185267,2
745057,202067,1
352535,189688,3
179623,143017,2
254738,214296,4
849907,210700,1
735085,167803,3
649037,212205,1
256221,109555,2
310065,122347,4
336235,130469,1
171494,151798,4
338755,101820,2
408992,150217,1
854401,112936,4
432800,209239,3
196630,148868,2
669332,111145,1
384646,110373,4
570593,107586,5
351668,217788,5
232278,210472,2
250672,151775,1
727547,177727,2
434345,127427,3
737760,106349,2
493091,114967,3
299231,212922,3
299773,145074,1
660467,128926,2
281310,182866,2
270892,195164,5
132292,146066,3
482379,200626,4
762512,202681,4
113475,135212,4
109833,172191,2
705565,191920,4
836006,141502,2
858200,189894,3
199478,153312,2
967111,204537,1
885771,120320,2
698704,130382,5
633128,203570,4
233262,139090,5
847082,147940,3
549788,154694,5
813768,158602,2
969807,173671,3
126727,101758,4
297719,141103,5
895248,220228,4
256994,182555,1
367604,111576,3
755671,154970,3
493793,128816,3
719977,212078,4
165007,119945,5
709217,196638,2
319637,152083,1
155678,200461,3
718276,210878,4
111103,195533,3
701075,139409,1
240782,110130,1
687164,156588,2
125015,178289,2
597521,149773,3
850049,117948,4
547435,219228,5
461825,195962,3
666529,195090,5
397199,137063,2
705238,199070,2
143658,191789,1
276258,198379,1
200317,136319,2
477040,104731,3
258391,113035,5
255899,200805,2
820718,146502,3
913953,198094,3
432759,135925,1
592269,202539,5
213711,110995,3
611930,133929,5
579754,164892,5
542493,151158,5
993845,201031,5
951460,184402,4
396371,112035,4
187633,198429,3
526153,197720,5
230360,216991,1
905574,167450,5
313955,136198,5
564539,166177,4
864066,189574,4
524253,101938,2
387997,128985,1
358926,126153,4
509614,171249,3
270089,208300,2
920746,208125,5
299895,158306,1
659832,182404,1
569171,188940,1
527985,128337,2
152719,187486,2
601019,211063,5
588372,197525,1
580038,119466,4
958973,104047,2
383101,127543,3
738864,120985,2
809858,162236,5
546351,191781,2
366129,146608,4
292816,127462,3
451777,160871,4
539984,191962,5
569962,148631,2
306229,170667,2
533188,216991,2
119351,117475,5
534563,179632,5
613090,212099,1
723391,206757,2
415350,215587,4
967496,213833,3
662975,193887,4
624786,205221,4
484328,170275,1
330088,143223,5
114953,174806,4
478943,111334,5
509660,188953,1
881337,173778,1
889247,189160,1
733534,100432,5
204891,133245,1
917576,195913,1
659723,117907,2
882306,166917,1
896826,196467,3
659326,102492,5
966097,208435,2
454012,100808,3
889174,149692,5
731701,175162,4
187795,217822,2
428915,166676,5
653421,190273,2
323647,133809,2
673545,120492,5
369033,189319,3
858906,112090,4
331896,118694,4
571724,157642,4
738796,146843,3
943259,219776,4
396598,166182,4
417083,112101,5
374263,181157,4
863155,154873,4
477247,217171,4
881141,181122,4
287704,214978,5
125703,129821,3
399661,145565,2
281697,189386,3
865316,209503,1
595832,142232,4
302109,105563,1
