user_id,city,age,gender
U0502,Houston,56,F
U0503,Houston,68,M
U0504,Chicago,26,M
U0505,Phoenix,19,M
U0506,New York,19,M
U0506,Phoenix,58,F
U0507,Los Angeles,62,M
U0507,Houston,43,M
U0508,Los Angeles,40,F
U0509,Chicago,35,F
U0510,Los Angeles,55,F
U0511,New York,20,M
U0511,Chicago,45,F
U0512,Phoenix,28,F
U0513,Houston,53,F
U0513,Phoenix,50,F
U0514,Phoenix,21,M
U0515,Houston,36,M
U0515,Los Angeles,27,F
U0516,Los Angeles,48,M
U0516,New York,28,M
U0517,New York,69,F
U0518,Los Angeles,67,M
U0518,Houston,47,F
U0519,Los Angeles,21,F
U0519,New York,44,F
U0520,New York,68,F
U0520,Los Angeles,23,M
U0521,Chicago,54,F
U0522,New York,21,F
U0522,Los Angeles,26,M
U0523,New York,69,M
U0524,Los Angeles,66,M
U0525,Houston,40,M
U0525,Chicago,20,F
U0526,Houston,38,F
U0526,New York,61,M
U0527,Los Angeles,45,M
U0527,New York,41,M
U0528,Houston,53,M
U0529,Phoenix,39,M
U0530,Phoenix,38,F
U0530,Houston,45,M
U0531,Chicago,44,M
U0532,Houston,29,F
U0532,Phoenix,38,F
U0533,Chicago,37,M
U0534,Chicago,68,M
U0534,New York,43,F
U0535,Chicago,53,F
U0535,New York,28,M
U0536,Los Angeles,67,M
U0536,Houston,68,M
U0537,Houston,64,F
U0537,New York,24,M
U0538,Los Angeles,34,M
U0539,Houston,22,M
U0540,New York,67,F
U0541,Houston,27,F
U0541,New York,38,F
U0542,Houston,47,M
U0542,Phoenix,47,M
U0543,Phoenix,57,M
U0544,Los Angeles,18,M
U0544,Phoenix,54,M
U0545,Los Angeles,18,F
U0545,Chicago,52,F
U0546,Phoenix,21,F
U0547,New York,30,M
U0548,Phoenix,55,F
U0548,Chicago,19,F
U0549,New York,19,F
U0550,Los Angeles,51,M
U0550,New York,20,F
U0551,Houston,56,M
U0552,Houston,38,M
U0553,Phoenix,48,M
U0554,New York,37,F
U0555,New York,41,M
U0555,Chicago,39,F
U0556,Los Angeles,25,F
U0557,Chicago,28,M
U0557,New York,29,M
U0558,Houston,46,F
U0559,Phoenix,58,F
U0559,Houston,22,F
U0560,Los Angeles,18,M
U0561,Phoenix,21,F
U0562,Los Angeles,23,F
U0562,Houston,29,M
U0563,Phoenix,46,M
U0564,Houston,64,M
U0564,Los Angeles,38,M
U0565,Chicago,61,M
U0566,Phoenix,26,M
U0567,Houston,34,M
U0567,Los Angeles,65,M
U0568,Phoenix,35,F
U0568,Los Angeles,31,M
U0569,Los Angeles,30,F
U0569,Phoenix,54,M
U0570,Phoenix,55,M
U0570,Chicago,39,M
U0571,Los Angeles,51,M
U0571,Houston,41,F
U0572,New York,23,F
U0573,New York,18,F
U0573,Chicago,38,F
U0574,Los Angeles,27,M
U0575,Chicago,54,F
U0575,New York,41,F
U0576,Phoenix,52,M
U0576,Chicago,20,M
U0577,Phoenix,41,M
U0577,Chicago,60,M
U0578,New York,18,F
U0578,Chicago,45,F
U0579,Phoenix,44,F
U0580,New York,58,F
U0581,Los Angeles,24,F
U0582,Los Angeles,53,M
U0583,Los Angeles,49,M
U0584,Houston,25,M
U0584,Los Angeles,39,M
U0585,Los Angeles,51,F
U0585,Phoenix,45,M
U0586,New York,43,F
U0587,Chicago,32,F
U0588,Houston,61,M
U0588,Los Angeles,59,M
U0589,Houston,36,M
U0589,Phoenix,30,M
U0590,New York,28,M
U0590,Los Angeles,18,M
U0591,New York,64,M
U0592,Chicago,22,F
U0593,Houston,67,F
U0593,Phoenix,44,F
U0594,Chicago,22,F
U0595,New York,30,M
U0595,Chicago,47,M
U0596,Los Angeles,61,M
U0596,Chicago,34,F
U0597,Houston,45,F
U0598,Phoenix,65,F
U0598,Los Angeles,43,F
U0599,Los Angeles,35,M
U0600,New York,61,M
U0601,Phoenix,60,M
U0602,New York,30,F
U0603,Phoenix,60,M
U0603,New York,34,M
U0604,Chicago,61,M
U0604,Houston,54,F
U0605,Chicago,60,M
U0605,New York,41,F
U0606,New York,54,M
U0606,Phoenix,46,M
U0607,Houston,26,F
U0607,Chicago,44,F
U0608,Los Angeles,24,M
U0609,Chicago,52,M
U0610,Phoenix,35,M
U0611,Los Angeles,35,F
U0611,Chicago,18,F
U0612,Chicago,69,M
U0613,Los Angeles,22,F
U0613,Houston,18,M
U0614,Phoenix,46,F
U0614,Chicago,22,F
U0615,Houston,43,M
U0616,Los Angeles,24,F
U0617,Houston,40,F
U0617,Chicago,37,M
U0618,Chicago,58,F
U0618,Los Angeles,36,F
U0619,Phoenix,21,F
U0620,Los Angeles,64,F
U0621,Chicago,41,F
U0622,Phoenix,66,M
U0622,New York,69,M
U0623,Houston,58,M
U0624,Phoenix,54,M
U0625,Houston,68,F
U0625,Los Angeles,64,F
U0626,Phoenix,53,M
U0626,New York,58,M
U0627,New York,54,M
U0628,Houston,65,M
U0628,New York,64,F
U0629,Chicago,66,F
U0629,Houston,48,F
U0630,New York,26,M
U0630,Houston,28,F
U0631,Los Angeles,38,M
U0631,Houston,55,M
U0632,Los Angeles,41,F
U0633,Houston,40,F
U0633,Phoenix,56,M
U0634,Chicago,58,M
U0634,Houston,26,M
U0635,Los Angeles,34,M
U0635,Chicago,66,F
U0636,Los Angeles,20,F
U0636,Houston,32,F
U0637,Phoenix,60,F
U0637,Chicago,52,F
U0638,Houston,21,F
U0638,Chicago,46,M
U0639,Chicago,36,M
U0639,Los Angeles,18,M
U0640,Chicago,36,F
U0641,Houston,37,M
U0641,New York,21,F
U0642,Chicago,54,F
U0643,Houston,68,F
U0644,Chicago,28,M
U0644,Los Angeles,44,F
U0645,Chicago,31,M
U0646,Houston,65,M
U0646,Phoenix,36,F
U0647,Phoenix,56,F
U0648,Chicago,32,M
U0649,Phoenix,37,M
U0649,New York,41,F
U0650,Chicago,43,F
U0651,Houston,22,F
U0652,Houston,37,M
U0652,Chicago,66,M
U0653,Los Angeles,27,F
U0654,New York,41,F
U0655,Phoenix,44,M
U0655,New York,64,F
U0656,Houston,61,M
U0656,Phoenix,37,M
U0657,Chicago,39,M
U0658,Houston,49,F
U0658,Phoenix,23,M
U0659,Phoenix,21,M
U0660,Chicago,32,M
U0661,Los Angeles,39,F
U0661,Phoenix,51,F
U0662,Los Angeles,62,F
U0663,Los Angeles,27,F
U0664,New York,49,F
U0665,Chicago,67,M
U0665,Phoenix,69,M
U0666,Los Angeles,21,M
U0667,Houston,45,M
U0668,Houston,37,M
U0669,Los Angeles,49,F
U0669,Houston,64,F
U0670,Chicago,60,F
U0671,Phoenix,50,M
U0671,Houston,33,F
U0672,Chicago,36,F
U0672,New York,30,F
U0673,Phoenix,44,F
U0673,New York,25,M
U0674,Phoenix,23,M
U0674,Chicago,42,M
U0675,Chicago,54,M
U0676,Phoenix,60,M
U0676,Houston,55,F
U0677,Phoenix,32,F
U0677,New York,35,F
U0678,Houston,21,F
U0679,New York,21,F
U0679,Houston,32,M
U0680,New York,18,F
U0681,Los Angeles,66,F
U0681,Chicago,45,M
U0682,Houston,36,M
U0682,Los Angeles,21,M
U0683,New York,59,M
U0684,Houston,69,F
U0685,New York,49,M
U0686,Houston,56,F
U0686,Chicago,50,M
U0687,Chicago,62,M
U0688,Chicago,40,M
U0689,Houston,39,M
U0689,Phoenix,46,M
U0690,New York,64,F
U0691,Houston,38,F
U0692,New York,50,F
U0693,Phoenix,31,F
U0694,Phoenix,59,F
U0694,New York,28,F
U0695,New York,45,F
U0696,Los Angeles,50,F
U0696,Phoenix,50,M
U0697,New York,18,M
U0698,Houston,18,F
U0698,Phoenix,46,F
U0699,Los Angeles,46,M
U0700,Phoenix,22,F
U0700,Houston,66,M
U0701,Phoenix,18,M
U0702,Los Angeles,20,M
U0702,Houston,46,M
U0703,Chicago,45,M
U0704,Chicago,33,M
U0704,Los Angeles,68,F
U0705,Houston,36,M
U0706,Los Angeles,28,M
U0706,Houston,63,F
U0707,New York,25,F
U0708,Phoenix,53,M
U0708,Los Angeles,45,F
U0709,Houston,30,M
U0710,Los Angeles,59,M
U0710,Chicago,20,M
U0711,New York,69,M
U0712,New York,60,F
U0712,Los Angeles,66,M
U0713,Chicago,32,F
U0713,Phoenix,42,F
